"id","city_name"
"182","Faizabad"
"183","Faridabad"
"184","Faridkot"
"185","Farrukhabad"
"186","Fatehabad"
"187","Fatehgarh Sahib"
"188","Fatehpur"
"189","Fazilka"
"190","Firozabad"
"191","Firozpur"
"192","Gadag"
"193","Gadchiroli"
"194","Gajapati"
"195","Ganderbal"
"196","Gandhinagar"
"197","Ganganagar"
"198","Ganjam"
"199","Garhwa"
"200","Gautam Buddh Nagar"
"201","Gaya"
"202","Ghaziabad"
"203","Ghazipur"
"204","Giridih"
"205","Goalpara"
"206","Godda"
"207","Golaghat"
"208","Gonda"
"209","Gondia"
"210","Gopalganj"
"211","Gorakhpur"
"212","Gulbarga"
"213","Gumla"
"214","Guna"
"215","Guntur"
"216","Gurdaspur"
"217","Gurgaon"
"218","Gwalior"
"219","Hailakandi"
"220","Hamirpur"
"221","Hamirpur"
"222","Hanumangarh"
"223","Harda"
"224","Hardoi"
"225","Haridwar"
"226","Hassan"
"227","Haveri district"
"228","Hazaribag"
"229","Hingoli"
"230","Hissar"
"231","Hooghly"
"232","Hoshangabad"
"233","Hoshiarpur"
"234","Howrah"
"235","Hyderabad"
"236","Hyderabad"
"237","Idukki"
"238","Imphal East"
"239","Imphal West"
"240","Indore"
"241","Jabalpur"
"242","Jagatsinghpur"
"243","Jaintia Hills"
"244","Jaipur"
"245","Jaisalmer"
"246","Jajpur"
"247","Jalandhar"
"248","Jalaun"
"249","Jalgaon"
"250","Jalna"
"251","Jalore"
"252","Jalpaiguri"
"253","Jammu"
"254","Jamnagar"
"255","Jamtara"
"256","Jamui"
"257","Janjgir-Champa"
"258","Jashpur"
"259","Jaunpur district"
"260","Jehanabad"
"261","Jhabua"
"262","Jhajjar"
"263","Jhalawar"
"264","Jhansi"
"265","Jharsuguda"
"266","Jhunjhunu"
"267","Jind"
"268","Jodhpur"
"269","Jorhat"
"270","Junagadh"
"271","Jyotiba Phule Nagar"
"272","Kabirdham (formerly Kawardha)"
"273","Kadapa"
"274","Kaimur"
"275","Kaithal"
"276","Kakinada"
"277","Kalahandi"
"278","Kamrup"
"279","Kamrup Metropolitan"
"280","Kanchipuram"
"281","Kandhamal"
"282","Kangra"
"283","Kanker"
"284","Kannauj"
"285","Kannur"
"286","Kanpur"
"287","Kanshi Ram Nagar"
"288","Kanyakumari"
"289","Kapurthala"
"290","Karaikal"
"291","Karauli"
"292","Karbi Anglong"
"293","Kargil"
"294","Karimganj"
"295","Karimnagar"
"296","Karnal"
"297","Karur"
"298","Kasaragod"
"299","Kathua"
"300","Katihar"
"301","Katni"
"302","Kaushambi"
"303","Kendrapara"
"304","Kendujhar (Keonjhar)"
"305","Khagaria"
"306","Khammam"
"307","Khandwa (East Nimar)"
"308","Khargone (West Nimar)"
"309","Kheda"
"310","Khordha"
"311","Khowai"
"312","Khunti"
"313","Kinnaur"
"314","Kishanganj"
"315","Kishtwar"
"316","Kodagu"
"317","Koderma"
"318","Kohima"
"319","Kokrajhar"
"320","Kolar"
"321","Kolasib"
"322","Kolhapur"
"323","Kolkata"
"324","Kollam"
"325","Koppal"
"326","Koraput"
"327","Korba"
"328","Koriya"
"329","Kota"
"330","Kottayam"
"331","Kozhikode"
"332","Krishna"
"333","Kulgam"
"334","Kullu"
"335","Kupwara"
"336","Kurnool"
"337","Kurukshetra"
"338","Kurung Kumey"
"339","Kushinagar"
"340","Kutch"
"341","Lahaul and Spiti"
"342","Lakhimpur"
"343","Lakhimpur Kheri"
"344","Lakhisarai"
"345","Lalitpur"
"346","Latehar"
"347","Latur"
"348","Lawngtlai"
"349","Leh"
"350","Lohardaga"
"351","Lohit"
"352","Lower Dibang Valley"
"353","Lower Subansiri"
"354","Lucknow"
"355","Ludhiana"
"356","Lunglei"
"357","Madhepura"
"358","Madhubani"
"359","Madurai"
"360","Mahamaya Nagar"
"361","Maharajganj"
"362","Mahasamund"
"363","Mahbubnagar"
"364","Mahe"
"365","Mahendragarh"
"366","Mahoba"
"367","Mainpuri"
"368","Malappuram"
"369","Maldah"
"370","Malkangiri"
"371","Mamit"
"372","Mandi"
"373","Mandla"
"374","Mandsaur"
"375","Mandya"
"376","Mansa"
"377","Marigaon"
"378","Mathura"
"379","Mau"
"380","Mayurbhanj"
"381","Medak"
"382","Meerut"
"383","Mehsana"
"384","Mewat"
"385","Mirzapur"
"386","Moga"
"387","Mokokchung"
"388","Mon"
"389","Moradabad"
"390","Morena"
"391","Mumbai City"
"392","Mumbai suburban"
"393","Munger"
"394","Murshidabad"
"395","Muzaffarnagar"
"396","Muzaffarpur"
"397","Mysore"
"398","Nabarangpur"
"399","Nadia"
"400","Nagaon"
"401","Nagapattinam"
"402","Nagaur"
"403","Nagpur"
"404","Nainital"
"405","Nalanda"
"406","Nalbari"
"407","Nalgonda"
"408","Namakkal"
"409","Nanded"
"410","Nandurbar"
"411","Narayanpur"
"412","Narmada"
"413","Narsinghpur"
"414","Nashik"
"415","Navsari"
"416","Nawada"
"417","Nawanshahr"
"418","Nayagarh"
"419","Neemuch"
"420","Nellore"
"421","New Delhi"
"422","Nilgiris"
"423","Nizamabad"
"424","North 24 Parganas"
"425","North Delhi"
"426","North East Delhi"
"427","North Goa"
"428","North Sikkim"
"429","North Tripura"
"430","North West Delhi"
"431","Nuapada"
"432","Ongole"
"433","Osmanabad"
"434","Pakur"
"435","Palakkad"
"436","Palamu"
"437","Pali"
"438","Palwal"
"439","Panchkula"
"440","Panchmahal"
"441","Panchsheel Nagar district (Hapur)"
"442","Panipat"
"443","Panna"
"444","Papum Pare"
"445","Parbhani"
"446","Paschim Medinipur"
"447","Patan"
"448","Pathanamthitta"
"449","Pathankot"
"450","Patiala"
"451","Patna"
"452","Pauri Garhwal"
"453","Perambalur"
"454","Phek"
"455","Pilibhit"
"456","Pithoragarh"
"457","Pondicherry"
"458","Poonch"
"459","Porbandar"
"460","Pratapgarh"
"461","Pratapgarh"
"462","Pudukkottai"
"463","Pulwama"
"464","Pune"
"465","Purba Medinipur"
"466","Puri"
"467","Purnia"
"468","Purulia"
"469","Raebareli"
"470","Raichur"
"471","Raigad"
"472","Raigarh"
"473","Raipur"
"474","Raisen"
"475","Rajauri"
"476","Rajgarh"
"477","Rajkot"
"478","Rajnandgaon"
"479","Rajsamand"
"480","Ramabai Nagar (Kanpur Dehat)"
"481","Ramanagara"
"482","Ramanathapuram"
"483","Ramban"
"484","Ramgarh"
"485","Rampur"
"486","Ranchi"
"487","Ratlam"
"488","Ratnagiri"
"489","Rayagada"
"490","Reasi"
"491","Rewa"
"492","Rewari"
"493","Ri Bhoi"
"494","Rohtak"
"495","Rohtas"
"496","Rudraprayag"
"497","Rupnagar"
"498","Sabarkantha"
"499","Sagar"
"500","Saharanpur"
"501","Saharsa"
"502","Sahibganj"
"503","Saiha"
"504","Salem"
"505","Samastipur"
"506","Samba"
"507","Sambalpur"
"508","Sangli"
"509","Sangrur"
"510","Sant Kabir Nagar"
"511","Sant Ravidas Nagar"
"512","Saran"
"513","Satara"
"514","Satna"
"515","Sawai Madhopur"
"516","Sehore"
"517","Senapati"
"518","Seoni"
"519","Seraikela Kharsawan"
"520","Serchhip"
"521","Shahdol"
"522","Shahjahanpur"
"523","Shajapur"
"524","Shamli"
"525","Sheikhpura"
"526","Sheohar"
"527","Sheopur"
"528","Shimla"
"529","Shimoga"
"530","Shivpuri"
"531","Shopian"
"532","Shravasti"
"533","Sibsagar"
"534","Siddharthnagar"
"535","Sidhi"
"536","Sikar"
"537","Simdega"
"538","Sindhudurg"
"539","Singrauli"
"540","Sirmaur"
"541","Sirohi"
"542","Sirsa"
"543","Sitamarhi"
"544","Sitapur"
"545","Sivaganga"
"546","Siwan"
"547","Solan"
"548","Solapur"
"549","Sonbhadra"
"550","Sonipat"
"551","Sonitpur"
"552","South 24 Parganas"
"553","South Delhi"
"554","South Garo Hills"
"555","South Goa"
"556","South Sikkim"
"557","South Tripura"
"558","South West Delhi"
"559","Sri Muktsar Sahib"
"560","Srikakulam"
"561","Srinagar"
"562","Subarnapur (Sonepur)"
"563","Sultanpur"
"564","Sundergarh"
"565","Supaul"
"566","Surat"
"567","Surendranagar"
"568","Surguja"
"569","Tamenglong"
"570","Tarn Taran"
"571","Tawang"
"572","Tehri Garhwal"
"573","Thane"
"574","Thanjavur"
"575","The Dangs"
"576","Theni"
"577","Thiruvananthapuram"
"578","Thoothukudi"
"579","Thoubal"
"580","Thrissur"
"581","Tikamgarh"
"582","Tinsukia"
"583","Tirap"
"584","Tiruchirappalli"
"585","Tirunelveli"
"586","Tirupur"
"587","Tiruvallur"
"588","Tiruvannamalai"
"589","Tiruvarur"
"590","Tonk"
"591","Tuensang"
"592","Tumkur"
"593","Udaipur"
"594","Udalguri"
"595","Udham Singh Nagar"
"596","Udhampur"
"597","Udupi"
"598","Ujjain"
"599","Ukhrul"
"600","Umaria"
"601","Una"
"602","Unnao"
"603","Upper Siang"
"604","Upper Subansiri"
"605","Uttar Dinajpur"
"606","Uttara Kannada"
"607","Uttarkashi"
"608","Vadodara"
"609","Vaishali"
"610","Valsad"
"611","Varanasi"
"612","Vellore"
"613","Vidisha"
"614","Viluppuram"
"615","Virudhunagar"
"616","Visakhapatnam"
"617","Vizianagaram"
"618","Vyara"
"619","Warangal"
"620","Wardha"
"621","Washim"
"622","Wayanad"
"623","West Champaran"
"624","West Delhi"
"625","West Garo Hills"
"626","West Kameng"
"627","West Khasi Hills"
"628","West Siang"
"629","West Sikkim"
"630","West Singhbhum"
"631","West Tripura"
"632","Wokha"
"633","Yadgir"
"634","Yamuna Nagar"
"635","Yanam"
"636","Yavatmal"
"637","Zunheboto"
"id","country_name"
"1","value"
"2","Afghanistan"
"3","Åland Islands"
"4","Albania"
"5","Algeria"
"6","American Samoa"
"7","Andorra"
"8","Angola"
"9","Anguilla"
"10","Antarctica"
"11","Antigua & Barbuda"
"12","Argentina"
"13","Armenia"
"14","Aruba"
"15","Australia"
"16","Austria"
"17","Azerbaijan"
"18","Bahamas"
"19","Bahrain"
"20","Bangladesh"
"21","Barbados"
"22","Belarus"
"23","Belgium"
"24","Belize"
"25","Benin"
"26","Bermuda"
"27","Bhutan"
"28","Bolivia"
"29","Bosnia & Herzegovina"
"30","Botswana"
"31","Bouvet Island"
"32","Brazil"
"33","British Indian Ocean Territory"
"34","British Virgin Islands"
"35","Brunei"
"36","Bulgaria"
"37","Burkina Faso"
"38","Burundi"
"39","Cambodia"
"40","Cameroon"
"41","Canada"
"42","Cape Verde"
"43","Caribbean Netherlands"
"44","Cayman Islands"
"45","Central African Republic"
"46","Chad"
"47","Chile"
"48","China"
"49","Christmas Island"
"50","Cocos (Keeling) Islands"
"51","Colombia"
"52","Comoros"
"53","Congo - Brazzaville"
"54","Congo - Kinshasa"
"55","Cook Islands"
"56","Costa Rica"
"57","Côte d’Ivoire"
"58","Croatia"
"59","Cuba"
"60","Curaçao"
"61","Cyprus"
"62","Czechia"
"63","Denmark"
"64","Djibouti"
"65","Dominica"
"66","Dominican Republic"
"67","Ecuador"
"68","Egypt"
"69","El Salvador"
"70","Equatorial Guinea"
"71","Eritrea"
"72","Estonia"
"73","Eswatini"
"74","Ethiopia"
"75","Falkland Islands"
"76","Faroe Islands"
"77","Fiji"
"78","Finland"
"79","France"
"80","French Guiana"
"81","French Polynesia"
"82","French Southern Territories"
"83","Gabon"
"84","Gambia"
"85","Georgia"
"86","Germany"
"87","Ghana"
"88","Gibraltar"
"89","Greece"
"90","Greenland"
"91","Grenada"
"92","Guadeloupe"
"93","Guam"
"94","Guatemala"
"95","Guernsey"
"96","Guinea"
"97","Guinea-Bissau"
"98","Guyana"
"99","Haiti"
"100","Heard & McDonald Islands"
"101","Honduras"
"102","Hong Kong SAR China"
"103","Hungary"
"104","Iceland"
"105","India"
"106","Indonesia"
"107","Iran"
"108","Iraq"
"109","Ireland"
"110","Isle of Man"
"111","Israel"
"112","Italy"
"113","Jamaica"
"114","Japan"
"115","Jersey"
"116","Jordan"
"117","Kazakhstan"
"118","Kenya"
"119","Kiribati"
"120","Kuwait"
"121","Kyrgyzstan"
"122","Laos"
"123","Latvia"
"124","Lebanon"
"125","Lesotho"
"126","Liberia"
"127","Libya"
"128","Liechtenstein"
"129","Lithuania"
"130","Luxembourg"
"131","Macao SAR China"
"132","Madagascar"
"133","Malawi"
"134","Malaysia"
"135","Maldives"
"136","Mali"
"137","Malta"
"138","Marshall Islands"
"139","Martinique"
"140","Mauritania"
"141","Mauritius"
"142","Mayotte"
"143","Mexico"
"144","Micronesia"
"145","Moldova"
"146","Monaco"
"147","Mongolia"
"148","Montenegro"
"149","Montserrat"
"150","Morocco"
"151","Mozambique"
"152","Myanmar (Burma)"
"153","Namibia"
"154","Nauru"
"155","Nepal"
"156","Netherlands"
"157","New Caledonia"
"158","New Zealand"
"159","Nicaragua"
"160","Niger"
"161","Nigeria"
"162","Niue"
"163","Norfolk Island"
"164","North Korea"
"165","North Macedonia"
"166","Northern Mariana Islands"
"167","Norway"
"168","Oman"
"169","Pakistan"
"170","Palau"
"171","Palestinian Territories"
"172","Panama"
"173","Papua New Guinea"
"174","Paraguay"
"175","Peru"
"176","Philippines"
"177","Pitcairn Islands"
"178","Poland"
"179","Portugal"
"180","Puerto Rico"
"181","Qatar"
"182","Réunion"
"183","Romania"
"184","Russia"
"185","Rwanda"
"186","Samoa"
"187","San Marino"
"188","São Tomé & Príncipe"
"189","Saudi Arabia"
"190","Senegal"
"191","Serbia"
"192","Seychelles"
"193","Sierra Leone"
"194","Singapore"
"195","Sint Maarten"
"196","Slovakia"
"197","Slovenia"
"198","Solomon Islands"
"199","Somalia"
"200","South Africa"
"201","South Georgia & South Sandwich Islands"
"202","South Korea"
"203","South Sudan"
"204","Spain"
"205","Sri Lanka"
"206","St. Barthélemy"
"207","St. Helena"
"208","St. Kitts & Nevis"
"209","St. Lucia"
"210","St. Martin"
"211","St. Pierre & Miquelon"
"212","St. Vincent & Grenadines"
"213","Sudan"
"214","Suriname"
"215","Svalbard & Jan Mayen"
"216","Sweden"
"217","Switzerland"
"218","Syria"
"219","Taiwan"
"220","Tajikistan"
"221","Tanzania"
"222","Thailand"
"223","Timor-Leste"
"224","Togo"
"225","Tokelau"
"226","Tonga"
"227","Trinidad & Tobago"
"228","Tunisia"
"229","Turkey"
"230","Turkmenistan"
"231","Turks & Caicos Islands"
"232","Tuvalu"
"233","U.S. Outlying Islands"
"234","U.S. Virgin Islands"
"235","Uganda"
"236","Ukraine"
"237","United Arab Emirates"
"238","United Kingdom"
"239","United States"
"240","Uruguay"
"241","Uzbekistan"
"242","Vanuatu"
"243","Vatican City"
"244","Venezuela"
"245","Vietnam"
"246","Wallis & Futuna"
"247","Western Sahara"
"248","Yemen"
"249","Zambia"
"250","Zimbabwe"
"id","city_name","pincode"
"1",,"0"
"2",,"0"
"3",,"0"
"4",,"0"
"5",,"0"
"6",,"0"
"7",,"0"
"8",,"0"
"9",,"0"
"10",,"0"
"11",,"0"
"12",,"0"
"13",,"0"
"14",,"0"
"15",,"0"
"16",,"0"
"17",,"0"
"18",,"0"
"19",,"0"
"20",,"0"
"21",,"0"
"22",,"0"
"23",,"0"
"24",,"0"
"25",,"0"
"26",,"0"
"27",,"0"
"28",,"0"
"29",,"0"
"30",,"0"
"31",,"0"
"32",,"0"
"33",,"0"
"34",,"0"
"35",,"0"
"36",,"0"
"37",,"0"
"38",,"0"
"39",,"0"
"40",,"0"
"41",,"0"
"42",,"0"
"43",,"0"
"44",,"0"
"45",,"0"
"46",,"0"
"47",,"0"
"48",,"0"
"49",,"0"
"50",,"0"
"51",,"0"
"52",,"0"
"53",,"0"
"54",,"0"
"55",,"0"
"56",,"0"
"57",,"0"
"58",,"0"
"59",,"0"
"60",,"0"
"61",,"0"
"62",,"0"
"63",,"0"
"64",,"0"
"65",,"0"
"66",,"0"
"67",,"0"
"68",,"0"
"69",,"0"
"70",,"0"
"71",,"0"
"72",,"0"
"73",,"0"
"74",,"0"
"75",,"0"
"76",,"0"
"77",,"0"
"78",,"0"
"79",,"0"
"80",,"0"
"81",,"0"
"82",,"0"
"83",,"0"
"84",,"0"
"85",,"0"
"86",,"0"
"87",,"0"
"88",,"0"
"89",,"0"
"90",,"0"
"91",,"0"
"92",,"0"
"93",,"0"
"94",,"0"
"95",,"0"
"96",,"0"
"97",,"0"
"98",,"0"
"99",,"0"
"100",,"0"
"101",,"0"
"102",,"0"
"103",,"0"
"104",,"0"
"105",,"0"
"106",,"0"
"107",,"0"
"108",,"0"
"109",,"0"
"110",,"0"
"111",,"0"
"112",,"0"
"113",,"0"
"114",,"0"
"115",,"0"
"116",,"0"
"117",,"0"
"118",,"0"
"119",,"0"
"120",,"0"
"121",,"0"
"122",,"0"
"123",,"0"
"124",,"0"
"125",,"0"
"126",,"0"
"127",,"0"
"128",,"0"
"129",,"0"
"130",,"0"
"131",,"0"
"132",,"0"
"133",,"0"
"134",,"0"
"135",,"0"
"136",,"0"
"137",,"0"
"138",,"0"
"139",,"0"
"140",,"0"
"141",,"0"
"142",,"0"
"143",,"0"
"144",,"0"
"145",,"0"
"146",,"0"
"147",,"0"
"148",,"0"
"149",,"0"
"150",,"0"
"151",,"0"
"152",,"0"
"153",,"0"
"154",,"0"
"155",,"0"
"156",,"0"
"157",,"0"
"158",,"0"
"159",,"0"
"160",,"0"
"161",,"0"
"162",,"0"
"163",,"0"
"164",,"0"
"165",,"0"
"166",,"0"
"167",,"0"
"168",,"0"
"169",,"0"
"170",,"0"
"171",,"0"
"172",,"0"
"173",,"0"
"174",,"0"
"175",,"0"
"176",,"0"
"177",,"0"
"178",,"0"
"179",,"0"
"180",,"0"
"181",,"0"
"182",,"0"
"183",,"0"
"184",,"0"
"185",,"0"
"186",,"0"
"187",,"0"
"188",,"0"
"189",,"0"
"190",,"0"
"191",,"0"
"192",,"0"
"193",,"0"
"194",,"0"
"195",,"0"
"196",,"0"
"197",,"0"
"198",,"0"
"199",,"0"
"200",,"0"
"201",,"0"
"202",,"0"
"203",,"0"
"204",,"0"
"205",,"0"
"206",,"0"
"207",,"0"
"208",,"0"
"209",,"0"
"210",,"0"
"211",,"0"
"212",,"0"
"213",,"0"
"214",,"0"
"215",,"0"
"216",,"0"
"217",,"0"
"218",,"0"
"219",,"0"
"220",,"0"
"221",,"0"
"222",,"0"
"223",,"0"
"224",,"0"
"225",,"0"
"226",,"0"
"227",,"0"
"228",,"0"
"229",,"0"
"230",,"0"
"231",,"0"
"232",,"0"
"233",,"0"
"234",,"0"
"235",,"0"
"236",,"0"
"237",,"0"
"238",,"0"
"239",,"0"
"240",,"0"
"241",,"0"
"242",,"0"
"243",,"0"
"244",,"0"
"245",,"0"
"246",,"0"
"247",,"0"
"248",,"0"
"249",,"0"
"250",,"0"
"251",,"0"
"252",,"0"
"253",,"0"
"254",,"0"
"255",,"0"
"256",,"0"
"257",,"0"
"258",,"0"
"259",,"0"
"260",,"0"
"261",,"0"
"262",,"0"
"263",,"0"
"264",,"0"
"265",,"0"
"266",,"0"
"267",,"0"
"268",,"0"
"269",,"0"
"270",,"0"
"271",,"0"
"272",,"0"
"273",,"0"
"274",,"0"
"275",,"0"
"276",,"0"
"277",,"0"
"278",,"0"
"279",,"0"
"280",,"0"
"281",,"0"
"282",,"0"
"283",,"0"
"284",,"0"
"285",,"0"
"286",,"0"
"287",,"0"
"288",,"0"
"289",,"0"
"290",,"0"
"291",,"0"
"292",,"0"
"293",,"0"
"294",,"0"
"295",,"0"
"296",,"0"
"297",,"0"
"298",,"0"
"299",,"0"
"300",,"0"
"301",,"0"
"302",,"0"
"303",,"0"
"304",,"0"
"305",,"0"
"306",,"0"
"307",,"0"
"308",,"0"
"309",,"0"
"310",,"0"
"311",,"0"
"312",,"0"
"313",,"0"
"314",,"0"
"315",,"0"
"316",,"0"
"317",,"0"
"318",,"0"
"319",,"0"
"320",,"0"
"321",,"0"
"322",,"0"
"323",,"0"
"324",,"0"
"325",,"0"
"326",,"0"
"327",,"0"
"328",,"0"
"329",,"0"
"330",,"0"
"331",,"0"
"332",,"0"
"333",,"0"
"334",,"0"
"335",,"0"
"336",,"0"
"337",,"0"
"338",,"0"
"339",,"0"
"340",,"0"
"341",,"0"
"342",,"0"
"343",,"0"
"344",,"0"
"345",,"0"
"346",,"0"
"347",,"0"
"348",,"0"
"349",,"0"
"350",,"0"
"351",,"0"
"352",,"0"
"353",,"0"
"354",,"0"
"355",,"0"
"356",,"0"
"357",,"0"
"358",,"0"
"359",,"0"
"360",,"0"
"361",,"0"
"362",,"0"
"363",,"0"
"364",,"0"
"365",,"0"
"366",,"0"
"367",,"0"
"368",,"0"
"369",,"0"
"370",,"0"
"371",,"0"
"372",,"0"
"373",,"0"
"374",,"0"
"375",,"0"
"376",,"0"
"377",,"0"
"378",,"0"
"379",,"0"
"380",,"0"
"381",,"0"
"382",,"0"
"383",,"0"
"384",,"0"
"385",,"0"
"386",,"0"
"387",,"0"
"388",,"0"
"389",,"0"
"390",,"0"
"391",,"0"
"392",,"0"
"393",,"0"
"394",,"0"
"395",,"0"
"396",,"0"
"397",,"0"
"398",,"0"
"399",,"0"
"400",,"0"
"401",,"0"
"402",,"0"
"403",,"0"
"404",,"0"
"405",,"0"
"406",,"0"
"407",,"0"
"408",,"0"
"409",,"0"
"410",,"0"
"411",,"0"
"412",,"0"
"413",,"0"
"414",,"0"
"415",,"0"
"416",,"0"
"417",,"0"
"418",,"0"
"419",,"0"
"420",,"0"
"421",,"0"
"422",,"0"
"423",,"0"
"424",,"0"
"425",,"0"
"426",,"0"
"427",,"0"
"428",,"0"
"429",,"0"
"430",,"0"
"431",,"0"
"432",,"0"
"433",,"0"
"434",,"0"
"435",,"0"
"436",,"0"
"437",,"0"
"438",,"0"
"439",,"0"
"440",,"0"
"441",,"0"
"442",,"0"
"443",,"0"
"444",,"0"
"445",,"0"
"446",,"0"
"447",,"0"
"448",,"0"
"449",,"0"
"450",,"0"
"451",,"0"
"452",,"0"
"453",,"0"
"454",,"0"
"455",,"0"
"456",,"0"
"457",,"0"
"458",,"0"
"459",,"0"
"460",,"0"
"461",,"0"
"462",,"0"
"463",,"0"
"464",,"0"
"465",,"0"
"466",,"0"
"467",,"0"
"468",,"0"
"469",,"0"
"470",,"0"
"471",,"0"
"472",,"0"
"473",,"0"
"474",,"0"
"475",,"0"
"476",,"0"
"477",,"0"
"478",,"0"
"479",,"0"
"480",,"0"
"481",,"0"
"482",,"0"
"483",,"0"
"484",,"0"
"485",,"0"
"486",,"0"
"487",,"0"
"488",,"0"
"489",,"0"
"490",,"0"
"491",,"0"
"492",,"0"
"493",,"0"
"494",,"0"
"495",,"0"
"496",,"0"
"497",,"0"
"498",,"0"
"499",,"0"
"500",,"0"
"501",,"0"
"502",,"0"
"503",,"0"
"504",,"0"
"505",,"0"
"506",,"0"
"507",,"0"
"508",,"0"
"509",,"0"
"510",,"0"
"511",,"0"
"512",,"0"
"513",,"0"
"514",,"0"
"515",,"0"
"516",,"0"
"517",,"0"
"518",,"0"
"519",,"0"
"520",,"0"
"521",,"0"
"522",,"0"
"523",,"0"
"524",,"0"
"525",,"0"
"526",,"0"
"527",,"0"
"528",,"0"
"529",,"0"
"530",,"0"
"531",,"0"
"532",,"0"
"533",,"0"
"534",,"0"
"535",,"0"
"536",,"0"
"537",,"0"
"538",,"0"
"539",,"0"
"540",,"0"
"541",,"0"
"542",,"0"
"543",,"0"
"544",,"0"
"545",,"0"
"546",,"0"
"547",,"0"
"548",,"0"
"549",,"0"
"550",,"0"
"551",,"0"
"552",,"0"
"553",,"0"
"554",,"0"
"555",,"0"
"556",,"0"
"557",,"0"
"558",,"0"
"559",,"0"
"560",,"0"
"561",,"0"
"562",,"0"
"563",,"0"
"564",,"0"
"565",,"0"
"566",,"0"
"567",,"0"
"568",,"0"
"569",,"0"
"570",,"0"
"571",,"0"
"572",,"0"
"573",,"0"
"574",,"0"
"575",,"0"
"576",,"0"
"577",,"0"
"578",,"0"
"579",,"0"
"580",,"0"
"581",,"0"
"582",,"0"
